x,y,z,time
-0.0328826904296875,-0.0808868408203125,-0.993621826171875,1669505398801
-0.02197265625,-0.0833587646484375,-0.9925689697265625,1669505398900
-0.0253143310546875,-0.081451416015625,-0.99505615234375,1669505399000
-0.030853271484375,-0.08062744140625,-0.99658203125,1669505399104
-0.017791748046875,-0.0786285400390625,-1.0003662109375,1669505399203
0.000274658203125,-0.0468292236328125,-1.023834228515625,1669505399302
-0.005767822265625,-0.053192138671875,-1.0161895751953125,1669505399401
0.003204345703125,-0.0584564208984375,-1.018951416015625,1669505399506
-0.016326904296875,-0.0670013427734375,-1.0159912109375,1669505399605
-0.030670166015625,-0.082733154296875,-0.9932403564453125,1669505399705
-0.0090789794921875,-0.0573577880859375,-1.0302734375,1669505399808
-0.013214111328125,-0.0699920654296875,-0.99090576171875,1669505399907
-0.0250244140625,-0.0755767822265625,-0.9846649169921875,1669505400007
-0.004638671875,-0.048919677734375,-1.0346221923828125,1669505400106
-0.0136260986328125,-0.069183349609375,-1.0164794921875,1669505400206
-0.0260009765625,-0.0845184326171875,-0.990570068359375,1669505400310
0.0214080810546875,-0.03680419921875,-1.0048370361328125,1669505400410
-0.0058441162109375,-0.0556182861328125,-1.0243988037109375,1669505400509
-0.020263671875,-0.0810699462890625,-0.9986114501953125,1669505400608
-0.0332183837890625,-0.087005615234375,-0.985382080078125,1669505400712
-0.0312652587890625,-0.0834503173828125,-0.989471435546875,1669505400812
-0.0193023681640625,-0.073394775390625,-0.9967498779296875,1669505400911
-0.0145111083984375,-0.0682525634765625,-1.00897216796875,1669505401010
-0.0179595947265625,-0.070465087890625,-1.0155792236328125,1669505401114
-0.022979736328125,-0.0740509033203125,-1.0047454833984375,1669505401214
-0.01971435546875,-0.0799560546875,-0.9970245361328125,1669505401313
-0.0262298583984375,-0.0815277099609375,-0.993377685546875,1669505401412
-0.02130126953125,-0.07855224609375,-1.036529541015625,1669505401516
-0.0132904052734375,-0.07574462890625,-1.01068115234375,1669505401616
-0.0311737060546875,-0.0839385986328125,-0.9914093017578125,1669505401715
-0.0279388427734375,-0.084320068359375,-0.9896392822265625,1669505401815
-0.0260772705078125,-0.08154296875,-0.9940338134765625,1669505401918
-0.024444580078125,-0.079254150390625,-0.9979095458984375,1669505402018
-0.020416259765625,-0.078125,-0.9998626708984375,1669505402117
-0.0609130859375,-0.1023101806640625,-1.0345306396484375,1669505402216
-0.0297393798828125,-0.0894927978515625,-1.0047607421875,1669505402320
-0.01666259765625,-0.082275390625,-0.9956207275390625,1669505402420
-0.0325927734375,-0.0839080810546875,-0.991455078125,1669505402519
-0.0279998779296875,-0.0807037353515625,-0.9934844970703125,1669505402618
-0.01971435546875,-0.079193115234375,-0.9973907470703125,1669505402723
-0.0218048095703125,-0.07867431640625,-0.9996337890625,1669505402822
-0.0129547119140625,-0.0628814697265625,-0.985015869140625,1669505402926
-0.0188446044921875,-0.0757598876953125,-1.0024566650390625,1669505403021
-0.0209503173828125,-0.0790252685546875,-0.996246337890625,1669505403125
-0.026092529296875,-0.0800323486328125,-0.995330810546875,1669505403224
-0.0287322998046875,-0.079833984375,-0.9955902099609375,1669505403324
-0.137359619140625,-0.0971832275390625,-0.9692535400390625,1669505403423
-0.0158843994140625,-0.088470458984375,-1.02032470703125,1669505403527
-0.0257415771484375,-0.078582763671875,-0.9987640380859375,1669505403626
-0.0271453857421875,-0.0750732421875,-1.003082275390625,1669505403726
-0.0170440673828125,-0.076385498046875,-1.0046844482421875,1669505403826
-0.0201416015625,-0.07733154296875,-1.001861572265625,1669505403929
-0.0291748046875,-0.078216552734375,-1.0002288818359375,1669505404029
-0.0239410400390625,-0.0786285400390625,-0.9991912841796875,1669505404128
-0.02069091796875,-0.0793304443359375,-0.997589111328125,1669505404227
-0.024627685546875,-0.0796966552734375,-0.9981231689453125,1669505404332
-0.0265350341796875,-0.0792388916015625,-0.997314453125,1669505404431
-0.02099609375,-0.0797119140625,-1.0006103515625,1669505404530
-0.0324554443359375,-0.079986572265625,-0.996917724609375,1669505404629
-0.0107879638671875,-0.074005126953125,-0.997314453125,1669505404734
-0.0306243896484375,-0.07855224609375,-0.9967803955078125,1669505404833
-0.039215087890625,-0.0777740478515625,-0.99664306640625,1669505404932
-0.0096588134765625,-0.0809326171875,-0.9983673095703125,1669505405032
-0.01922607421875,-0.077056884765625,-0.998077392578125,1669505405136
-0.0411834716796875,-0.0788116455078125,-0.9990081787109375,1669505405235
-0.0192108154296875,-0.078948974609375,-0.9986114501953125,1669505405334
-0.0127105712890625,-0.0783843994140625,-0.9980926513671875,1669505405434
-0.034698486328125,-0.0774078369140625,-0.998809814453125,1669505405538
-0.028411865234375,-0.078155517578125,-0.999420166015625,1669505405637
-0.0145721435546875,-0.0778656005859375,-0.997222900390625,1669505405736
-0.0310821533203125,-0.0700531005859375,-0.9921417236328125,1669505405836
-0.01806640625,-0.08154296875,-1.0011138916015625,1669505405940
-0.026275634765625,-0.0792083740234375,-0.9982452392578125,1669505406040
-0.0288238525390625,-0.0786285400390625,-0.9990386962890625,1669505406139
-0.01611328125,-0.0793304443359375,-0.9993743896484375,1669505406238
-0.0264892578125,-0.0780181884765625,-0.999237060546875,1669505406342
-0.0314178466796875,-0.0816192626953125,-1.0006103515625,1669505406442
-0.0179290771484375,-0.0792236328125,-0.999420166015625,1669505406541
-0.0175628662109375,-0.0790863037109375,-0.99920654296875,1669505406640
-0.037628173828125,-0.0771942138671875,-0.998138427734375,1669505406744
-0.0163726806640625,-0.080841064453125,-0.999176025390625,1669505406844
-0.0169830322265625,-0.0772247314453125,-1.000335693359375,1669505406943
-0.0359344482421875,-0.0756378173828125,-0.995330810546875,1669505407042
-0.021392822265625,-0.0789031982421875,-0.9974365234375,1669505407146
-0.0193328857421875,-0.0804595947265625,-0.999176025390625,1669505407246
-0.0326995849609375,-0.07916259765625,-0.9971923828125,1669505407345
-0.0206451416015625,-0.0787506103515625,-0.9987640380859375,1669505407445
-0.0240631103515625,-0.0792999267578125,-0.9977264404296875,1669505407549
-0.0305023193359375,-0.079833984375,-0.9982147216796875,1669505407648
-0.020050048828125,-0.079376220703125,-0.9982452392578125,1669505407747
-0.0234527587890625,-0.0786895751953125,-0.99932861328125,1669505407847
-0.0255889892578125,-0.076873779296875,-0.9983673095703125,1669505407951
-0.0224609375,-0.079681396484375,-0.99920654296875,1669505408050
-0.0238037109375,-0.0796966552734375,-0.9973907470703125,1669505408149
-0.0250396728515625,-0.0791473388671875,-0.9979095458984375,1669505408249
-0.02410888671875,-0.0796661376953125,-0.99798583984375,1669505408353
-0.0250396728515625,-0.0792694091796875,-0.99945068359375,1669505408452
-0.021392822265625,-0.0785064697265625,-0.998291015625,1669505408552
-0.024749755859375,-0.0784149169921875,-0.999786376953125,1669505408651
-0.02532958984375,-0.0794830322265625,-0.9970245361328125,1669505408755
-0.0283050537109375,-0.0793609619140625,-0.998382568359375,1669505408855
-0.0207672119140625,-0.0784912109375,-0.99871826171875,1669505408954
-0.0240325927734375,-0.077728271484375,-0.9993896484375,1669505409053
-0.0251617431640625,-0.07781982421875,-0.997711181640625,1669505409157
-0.0244293212890625,-0.0780792236328125,-0.998870849609375,1669505409256
-0.0214996337890625,-0.0792236328125,-0.9996795654296875,1669505409356
-0.021820068359375,-0.078155517578125,-0.9977874755859375,1669505409455
-0.0323638916015625,-0.0784149169921875,-0.9980621337890625,1669505409559
-0.0209808349609375,-0.0785369873046875,-0.99969482421875,1669505409659
-0.0162353515625,-0.0779571533203125,-0.99774169921875,1669505409758
-0.0328826904296875,-0.075469970703125,-0.9984588623046875,1669505409857
-0.022308349609375,-0.0768890380859375,-0.9967498779296875,1669505409962
-0.022064208984375,-0.0807037353515625,-0.999969482421875,1669505410061
-0.0257568359375,-0.071258544921875,-0.9982757568359375,1669505410160
-0.02020263671875,-0.0903472900390625,-1.000396728515625,1669505410259
-0.0282440185546875,-0.085296630859375,-0.995758056640625,1669505410364
-0.02960205078125,-0.078033447265625,-0.9954986572265625,1669505410463
-0.018402099609375,-0.0768280029296875,-0.997161865234375,1669505410563
-0.0253143310546875,-0.0783233642578125,-0.9985504150390625,1669505410662
-0.028533935546875,-0.078643798828125,-0.9970703125,1669505410766
-0.0185394287109375,-0.0790252685546875,-1.0002899169921875,1669505410866
-0.0237884521484375,-0.0726165771484375,-1.001007080078125,1669505410965
-0.032562255859375,-0.0708465576171875,-0.992584228515625,1669505411064
-0.028900146484375,-0.080108642578125,-0.9936981201171875,1669505411168
-0.0236968994140625,-0.085540771484375,-1.004730224609375,1669505411268
-0.03155517578125,-0.078155517578125,-0.998291015625,1669505411367
-0.017364501953125,-0.0760955810546875,-0.9990692138671875,1669505411466
-0.0231781005859375,-0.077880859375,-0.9964141845703125,1669505411570
-0.0219268798828125,-0.0543060302734375,-0.9855804443359375,1669505411670
-0.014434814453125,-0.0792388916015625,-1.0005035400390625,1669505411769
-0.0308380126953125,-0.07647705078125,-0.9953155517578125,1669505411869
-0.018096923828125,-0.0768280029296875,-0.998992919921875,1669505411973
-0.0220794677734375,-0.077545166015625,-1.00091552734375,1669505412072
-0.0293731689453125,-0.077911376953125,-0.9988861083984375,1669505412171
-0.01898193359375,-0.0783538818359375,-0.9989471435546875,1669505412270
-0.024871826171875,-0.0781707763671875,-0.999237060546875,1669505412375
-0.028045654296875,-0.077911376953125,-0.998931884765625,1669505412474
-0.01995849609375,-0.0782012939453125,-0.9990234375,1669505412573
-0.0265655517578125,-0.0784759521484375,-0.9984588623046875,1669505412673
-0.0259857177734375,-0.078826904296875,-0.9981536865234375,1669505412777
-0.0208740234375,-0.0780792236328125,-0.9986572265625,1669505412876
-0.0259246826171875,-0.07708740234375,-0.99871826171875,1669505412975
-0.0239715576171875,-0.0782928466796875,-0.9989776611328125,1669505413075
-0.0220794677734375,-0.0782318115234375,-0.9985504150390625,1669505413179
-0.0256195068359375,-0.0788421630859375,-0.998779296875,1669505413278
-0.0227203369140625,-0.077606201171875,-0.9990081787109375,1669505413378
-0.0234375,-0.0780487060546875,-0.9984283447265625,1669505413477
-0.02606201171875,-0.0780487060546875,-0.9998779296875,1669505413581
-0.022613525390625,-0.0787506103515625,-0.999725341796875,1669505413681
-0.024749755859375,-0.0796051025390625,-0.998809814453125,1669505413780
-0.0239105224609375,-0.0772705078125,-0.9994354248046875,1669505413880
-0.0225067138671875,-0.0800933837890625,-0.9999847412109375,1669505413984
-0.0243682861328125,-0.0796051025390625,-0.999847412109375,1669505414083
-0.0226898193359375,-0.078582763671875,-0.9998321533203125,1669505414182
-0.023345947265625,-0.0787506103515625,-1,1669505414281
-0.0255889892578125,-0.0785064697265625,-0.9987945556640625,1669505414386
-0.0219879150390625,-0.0783843994140625,-0.998809814453125,1669505414485
-0.0234375,-0.0790252685546875,-0.9981842041015625,1669505414584
-0.025054931640625,-0.0784759521484375,-0.9991455078125,1669505414684
-0.0232696533203125,-0.07855224609375,-0.9996795654296875,1669505414788
-0.02508544921875,-0.07818603515625,-0.998291015625,1669505414887
-0.0239410400390625,-0.0789794921875,-0.9986572265625,1669505414986
-0.0233001708984375,-0.0784149169921875,-0.99847412109375,1669505415086
-0.02496337890625,-0.078826904296875,-0.998992919921875,1669505415190
-0.0252685546875,-0.0796356201171875,-0.99871826171875,1669505415289
-0.023712158203125,-0.0785064697265625,-0.99853515625,1669505415389
-0.0242919921875,-0.07305908203125,-0.99609375,1669505415488
-0.0234222412109375,-0.0752105712890625,-0.9973297119140625,1669505415592
-0.0251922607421875,-0.0782012939453125,-0.9982452392578125,1669505415691
-0.0235443115234375,-0.0781402587890625,-0.9987030029296875,1669505415791
-0.02459716796875,-0.079132080078125,-0.9995269775390625,1669505415890
-0.0250396728515625,-0.0802001953125,-0.9989471435546875,1669505415994
-0.0228424072265625,-0.0797882080078125,-1.00006103515625,1669505416094
-0.024261474609375,-0.0787200927734375,-1.0006256103515625,1669505416192
-0.0255126953125,-0.0789794921875,-1.0006103515625,1669505416292
-0.0044708251953125,-0.0649261474609375,-1.0543212890625,1669505416396
-0.010345458984375,-0.05224609375,-1.0332183837890625,1669505416496
-0.0363922119140625,-0.0858154296875,-0.9853057861328125,1669505416595
-0.026092529296875,-0.08856201171875,-0.9794464111328125,1669505416694
-0.032470703125,-0.079010009765625,-0.9825286865234375,1669505416799
-0.0291748046875,-0.0771636962890625,-0.997314453125,1669505416898
-0.0180206298828125,-0.0797882080078125,-1.005401611328125,1669505416997
-0.0247650146484375,-0.078399658203125,-1.0032958984375,1669505417097
-0.0241851806640625,-0.07562255859375,-1.0016021728515625,1669505417200
-0.0208740234375,-0.07684326171875,-0.9999847412109375,1669505417300
-0.0263671875,-0.0771484375,-0.9991302490234375,1669505417399
-0.02685546875,-0.0799560546875,-0.9978179931640625,1669505417499
-0.0222625732421875,-0.079681396484375,-0.997283935546875,1669505417603
-0.0254058837890625,-0.0769500732421875,-0.9972686767578125,1669505417702
-0.026458740234375,-0.0770263671875,-0.9974517822265625,1669505417801
-0.0227813720703125,-0.078460693359375,-0.9992523193359375,1669505417901
-0.025360107421875,-0.0792236328125,-0.999908447265625,1669505418005
-0.0238037109375,-0.079071044921875,-0.99896240234375,1669505418104
-0.0233154296875,-0.0780487060546875,-0.9984130859375,1669505418206
-0.0262298583984375,-0.0785980224609375,-0.9990692138671875,1669505418303
-0.023956298828125,-0.0765838623046875,-0.997802734375,1669505418407
-0.0226898193359375,-0.080047607421875,-0.9987335205078125,1669505418507
-0.0260162353515625,-0.078094482421875,-0.998565673828125,1669505418606
-0.0244903564453125,-0.0789642333984375,-0.999053955078125,1669505418705
-0.0246124267578125,-0.077606201171875,-0.9976654052734375,1669505418809
-0.0235443115234375,-0.07958984375,-0.9976806640625,1669505418908
-0.0240631103515625,-0.0796661376953125,-0.998931884765625,1669505419008
-0.027587890625,-0.078704833984375,-0.998260498046875,1669505419108
-0.022308349609375,-0.0836639404296875,-1.0013275146484375,1669505419212
-0.024810791015625,-0.078399658203125,-0.9989166259765625,1669505419311
-0.021209716796875,-0.08172607421875,-0.9997100830078125,1669505419410
-0.019622802734375,-0.0771942138671875,-1.0035858154296875,1669505419509
-0.020751953125,-0.0761260986328125,-1.0009613037109375,1669505419613
-0.0273284912109375,-0.079132080078125,-1.0015106201171875,1669505419713
-0.020050048828125,-0.07958984375,-1.000579833984375,1669505419812
-0.024993896484375,-0.07769775390625,-1.0003814697265625,1669505419911
-0.02490234375,-0.0782012939453125,-0.9999847412109375,1669505420016
-0.0224151611328125,-0.0787200927734375,-0.9982757568359375,1669505420115
-0.0263214111328125,-0.0794219970703125,-0.9982452392578125,1669505420214
-0.0220947265625,-0.0783843994140625,-0.9979705810546875,1669505420314
-0.02740478515625,-0.07867431640625,-0.997802734375,1669505420418
-0.0204010009765625,-0.079010009765625,-0.998382568359375,1669505420517
-0.02734375,-0.078125,-0.9979248046875,1669505420616
-0.02471923828125,-0.0784454345703125,-0.998016357421875,1669505420716
-0.0230865478515625,-0.07861328125,-0.998565673828125,1669505420820
-0.0272216796875,-0.079345703125,-0.9980010986328125,1669505420919
-0.0225982666015625,-0.078369140625,-0.9990386962890625,1669505421019
-0.0237579345703125,-0.078033447265625,-0.9993896484375,1669505421118
-0.0258941650390625,-0.07830810546875,-0.9975738525390625,1669505421222
-0.0230712890625,-0.079345703125,-0.998687744140625,1669505421321
-0.0251312255859375,-0.079010009765625,-0.998291015625,1669505421421
-0.0242767333984375,-0.0787200927734375,-0.9983367919921875,1669505421520
-0.02313232421875,-0.079010009765625,-1.0000457763671875,1669505421624
-0.0253753662109375,-0.07818603515625,-0.998138427734375,1669505421724
-0.024078369140625,-0.078887939453125,-0.9992523193359375,1669505421823
-0.0244598388671875,-0.0795745849609375,-0.9991607666015625,1669505421922
-0.0247039794921875,-0.0788726806640625,-0.9982757568359375,1669505422026
-0.02410888671875,-0.0786590576171875,-0.9989166259765625,1669505422126
-0.0248260498046875,-0.078338623046875,-0.997711181640625,1669505422225
-0.024627685546875,-0.0790863037109375,-0.9993133544921875,1669505422324
-0.023651123046875,-0.0786285400390625,-0.9997406005859375,1669505422429
-0.0244598388671875,-0.0789642333984375,-0.9991302490234375,1669505422528
-0.0245208740234375,-0.078643798828125,-0.9986114501953125,1669505422627
-0.024810791015625,-0.083404541015625,-0.99853515625,1669505422727
-0.0197296142578125,-0.0763092041015625,-0.99609375,1669505422831
-0.02252197265625,-0.072418212890625,-1.0017547607421875,1669505422930
-0.0262908935546875,-0.0779266357421875,-1.000701904296875,1669505423029
-0.014434814453125,-0.0775299072265625,-1.0041961669921875,1669505423129
-0.022003173828125,-0.079254150390625,-1.0017852783203125,1669505423233
-0.0285491943359375,-0.0796966552734375,-1.0021209716796875,1669505423332
-0.017059326171875,-0.078826904296875,-1.0004425048828125,1669505423432
-0.0288543701171875,-0.0723114013671875,-0.9964752197265625,1669505423531
-0.0234527587890625,-0.0776214599609375,-0.9963836669921875,1669505423635
-0.02117919921875,-0.079071044921875,-0.9986419677734375,1669505423734
-0.0298309326171875,-0.0786285400390625,-0.9974517822265625,1669505423834
-0.022613525390625,-0.0789337158203125,-0.99822998046875,1669505423933
-0.0226898193359375,-0.0782012939453125,-0.9992828369140625,1669505424037
-0.0279388427734375,-0.078857421875,-0.9988555908203125,1669505424136
-0.0210418701171875,-0.079010009765625,-0.998138427734375,1669505424236
-0.025787353515625,-0.0787353515625,-0.9984283447265625,1669505424335
-0.0255584716796875,-0.07855224609375,-0.99859619140625,1669505424439
-0.021575927734375,-0.07879638671875,-0.999176025390625,1669505424539
-0.026275634765625,-0.0785369873046875,-0.9990692138671875,1669505424638
-0.0241851806640625,-0.079071044921875,-0.999481201171875,1669505424737
-0.023651123046875,-0.07879638671875,-0.9983062744140625,1669505424841
-0.0267486572265625,-0.078521728515625,-0.9988250732421875,1669505424941
-0.0225067138671875,-0.0792694091796875,-0.9991302490234375,1669505425040
-0.0238037109375,-0.078704833984375,-0.9999237060546875,1669505425140
-0.0254669189453125,-0.0785064697265625,-0.9989776611328125,1669505425244
-0.022918701171875,-0.0794677734375,-0.9995269775390625,1669505425343
-0.02520751953125,-0.079254150390625,-0.998565673828125,1669505425442
-0.0242767333984375,-0.0787811279296875,-0.9987945556640625,1669505425542
-0.02227783203125,-0.0786590576171875,-0.999114990234375,1669505425646
-0.0261077880859375,-0.0787353515625,-0.9981842041015625,1669505425745
-0.0175323486328125,-0.0682525634765625,-0.9992828369140625,1669505425844
-0.030853271484375,-0.0806884765625,-0.997772216796875,1669505425944
-0.019744873046875,-0.0802001953125,-0.9975738525390625,1669505426048
-0.0347900390625,-0.0842132568359375,-0.99896240234375,1669505426147
-0.0242919921875,-0.063720703125,-0.992401123046875,1669505426247
-0.0251922607421875,-0.0774383544921875,-0.994659423828125,1669505426346
-0.0311279296875,-0.0788421630859375,-0.996856689453125,1669505426450
-0.0194091796875,-0.0763397216796875,-0.9966888427734375,1669505426549
-0.0276947021484375,-0.07647705078125,-0.9976806640625,1669505426649
-0.0258331298828125,-0.0790252685546875,-0.998931884765625,1669505426748
-0.02081298828125,-0.080474853515625,-0.9988555908203125,1669505426852
-0.0278167724609375,-0.0791473388671875,-0.999603271484375,1669505426951
-0.0224609375,-0.0783538818359375,-0.99908447265625,1669505427051
-0.021453857421875,-0.078338623046875,-0.9995269775390625,1669505427151
-0.026641845703125,-0.079376220703125,-0.9984283447265625,1669505427254
-0.022369384765625,-0.0793609619140625,-0.9983062744140625,1669505427353
-0.0258636474609375,-0.0785675048828125,-0.999908447265625,1669505427453
-0.0250244140625,-0.07818603515625,-0.997955322265625,1669505427552
-0.0218048095703125,-0.078857421875,-0.9981231689453125,1669505427656
-0.0268707275390625,-0.0790863037109375,-0.9986724853515625,1669505427756
-0.0240478515625,-0.0790252685546875,-0.999176025390625,1669505427855
-0.022491455078125,-0.077117919921875,-0.998687744140625,1669505427954
-0.0257720947265625,-0.0772552490234375,-0.99993896484375,1669505428059
-0.0235748291015625,-0.0783538818359375,-0.99932861328125,1669505428158
-0.0238800048828125,-0.0787353515625,-0.9995574951171875,1669505428257
-0.0255279541015625,-0.0788116455078125,-0.9983062744140625,1669505428356
-0.0234527587890625,-0.079193115234375,-0.9989013671875,1669505428461
-0.02545166015625,-0.0791015625,-0.9987945556640625,1669505428560
-0.024658203125,-0.07867431640625,-0.9983978271484375,1669505428659
-0.0232391357421875,-0.078857421875,-0.9996795654296875,1669505428759
-0.02545166015625,-0.078460693359375,-0.99932861328125,1669505428863
-0.0237884521484375,-0.0797882080078125,-0.9987945556640625,1669505428962
-0.0240936279296875,-0.0783233642578125,-0.9989166259765625,1669505429062
-0.0258636474609375,-0.07867431640625,-0.9987030029296875,1669505429161
-0.022705078125,-0.0795440673828125,-0.999176025390625,1669505429265
-0.025634765625,-0.078826904296875,-0.9983673095703125,1669505429364
-0.0244140625,-0.0782623291015625,-0.999420166015625,1669505429464
-0.0229034423828125,-0.079193115234375,-0.997894287109375,1669505429563
-0.0250091552734375,-0.078125,-0.998931884765625,1669505429667
-0.024932861328125,-0.0795440673828125,-0.9998016357421875,1669505429767
-0.0241546630859375,-0.0789947509765625,-0.998779296875,1669505429866
-0.0254058837890625,-0.0783843994140625,-0.998626708984375,1669505429965
-0.02374267578125,-0.07861328125,-0.9994354248046875,1669505430069
-0.024688720703125,-0.079010009765625,-0.9986572265625,1669505430169
-0.024749755859375,-0.079437255859375,-0.9991455078125,1669505430268
-0.0238037109375,-0.0788421630859375,-0.99853515625,1669505430372
-0.0247650146484375,-0.07928466796875,-0.9989471435546875,1669505430472
-0.02398681640625,-0.0787506103515625,-0.999053955078125,1669505430571
-0.0243988037109375,-0.0786590576171875,-0.9988861083984375,1669505430670
-0.02471923828125,-0.07916259765625,-0.998992919921875,1669505430770
-0.0242156982421875,-0.07940673828125,-0.9987945556640625,1669505430874
-0.02423095703125,-0.078887939453125,-0.9983062744140625,1669505430973
-0.0243988037109375,-0.0777130126953125,-0.9980621337890625,1669505431072
-0.023773193359375,-0.0791015625,-0.9989776611328125,1669505431172
-0.024444580078125,-0.078277587890625,-0.9995574951171875,1669505431276
-0.0246734619140625,-0.0787506103515625,-0.9998931884765625,1669505431375
-0.0247802734375,-0.0788116455078125,-0.9994659423828125,1669505431475
-0.023590087890625,-0.0784454345703125,-0.99859619140625,1669505431574
-0.0233306884765625,-0.07879638671875,-0.9993743896484375,1669505431678
-0.025054931640625,-0.078643798828125,-0.9988861083984375,1669505431777
-0.0232696533203125,-0.0789337158203125,-0.9988861083984375,1669505431877
-0.0231781005859375,-0.0789947509765625,-0.9988250732421875,1669505431976
-0.024200439453125,-0.078704833984375,-0.9984283447265625,1669505432080
-0.023651123046875,-0.079071044921875,-0.9989013671875,1669505432179
-0.0246734619140625,-0.0796051025390625,-0.999114990234375,1669505432279
-0.0246124267578125,-0.0787353515625,-0.9989013671875,1669505432378
-0.024444580078125,-0.0785064697265625,-0.998291015625,1669505432482
-0.02545166015625,-0.0789642333984375,-0.9988555908203125,1669505432582
-0.024078369140625,-0.07891845703125,-0.998138427734375,1669505432681
-0.0242462158203125,-0.0792083740234375,-0.9988861083984375,1669505432780
